,wait
1006,22.0
1007,22.0
1008,21.0
1009,27.0
1010,27.0
1011,20.0
1012,20.0
1013,22.0
1014,22.0
1015,20.0
1016,20.0
1017,22.0
1018,27.0
1019,17.0
1020,20.0
1021,23.0
1022,16.0
1023,19.0
1024,23.0
1025,20.0
1026,14.0
1027,20.0
1028,21.0
1029,21.0
1030,22.0
1031,21.0
1032,21.0
1033,20.0
1034,23.0
1035,23.0
1036,21.0
1037,14.0
1038,16.0
1039,21.0
1040,14.0
1041,15.0
1042,19.0
1043,16.0
1044,11.0
1045,20.0
1046,23.0
1047,20.0
1048,23.0
1049,11.0
1050,20.0
1051,23.0
1052,12.0
1053,22.0
1054,23.0
1055,19.0
1056,20.0
1057,12.0
1058,20.0
1059,12.0
1060,22.0
1061,12.0
1062,22.0
1063,24.0
1064,12.0
1065,23.0
1066,12.0
1067,24.0
1068,19.0
1069,13.0
1070,24.0
1071,21.0
1072,21.0
1073,13.0
1074,23.0
1075,23.0
1076,23.0
1077,23.0
1078,21.0
1079,13.0
1080,23.0
1081,24.0
1082,13.0
1083,23.0
1084,13.0
1085,23.0
1086,24.0
1087,18.0
1088,12.0
1089,23.0
1090,13.0
1091,24.0
1092,16.0
1093,24.0
1094,25.0
1095,17.0
1096,17.0
1097,13.0
1098,21.0
1099,25.0
1100,20.0
1101,17.0
1102,15.0
1103,26.0
1104,17.0
1105,18.0
1106,17.0
1107,23.0
1108,17.0
1109,17.0
1110,19.0
1111,16.0
1112,25.0
1113,17.0
1114,18.0
1115,19.0
1116,16.0
1117,25.0
1118,16.0
1119,19.0
1120,16.0
1121,17.0
1122,16.0
1123,16.0
1124,18.0
1125,20.0
1126,16.0
1127,16.0
1128,18.0
1129,21.0
1130,18.0
1131,16.0
1132,19.0
1133,21.0
1134,18.0
1135,18.0
1136,20.0
1137,17.0
1138,19.0
1139,20.0
1140,19.0
1141,20.0
1142,15.0
1143,19.0
1144,21.0
1145,16.0
1146,18.0
1147,21.0
1148,14.0
1149,19.0
1150,18.0
1151,20.0
1152,15.0
1153,20.0
1154,15.0
1155,20.0
1156,19.0
1157,17.0
1158,18.0
1159,16.0
1160,17.0
1161,20.0
1162,19.0
1163,18.0
1164,22.0
1165,19.0
1166,17.0
1167,18.0
1168,19.0
1169,19.0
1170,14.0
1171,22.0
1172,14.0
1173,20.0
1174,19.0
1175,19.0
1176,17.0
1177,13.0
1178,16.0
1179,18.0
1180,13.0
1181,18.0
1182,17.0
1183,13.0
1184,12.0
1185,19.0
1186,17.0
1187,13.0
1188,19.0
1189,13.0
1190,14.0
1191,17.0
1192,13.0
1193,17.0
1194,19.0
1195,18.0
1196,17.0
1197,13.0
1198,17.0
1199,12.0
1200,20.0
1201,16.0
1202,12.0
1203,17.0
1204,19.0
1205,12.0
1206,17.0
1207,22.0
1208,12.0
1209,21.0
1210,12.0
1211,23.0
1212,23.0
1213,17.0
1214,16.0
1215,21.0
1216,21.0
1217,16.0
1218,20.0
1219,17.0
1220,13.0
1221,15.0
1222,22.0
1223,13.0
1224,21.0
1225,12.0
1226,22.0
1227,12.0
1228,22.0
1229,22.0
1230,12.0
1231,22.0
1232,21.0
1233,12.0
1234,22.0
1235,22.0
1236,20.0
1237,12.0
1238,12.0
1239,12.0
1240,19.0
1241,12.0
1242,12.0
1243,22.0
1244,26.0
1245,13.0
1246,12.0
1247,20.0
1248,24.0
1249,13.0
1250,20.0
1251,23.0
1252,13.0
1253,22.0
1254,18.0
1255,15.0
1256,12.0
1257,18.0
1258,20.0
1259,15.0
1260,19.0
1261,21.0
1262,15.0
1263,24.0
1264,20.0
1265,18.0
1266,24.0
1267,16.0
1268,19.0
1269,20.0
1270,19.0
1271,20.0
1272,24.0
1273,19.0
1274,17.0
1275,19.0
1276,26.0
1277,20.0
1278,22.0
1279,19.0
1280,19.0
1281,21.0
1282,14.0
1283,19.0
1284,26.0
1285,18.0
1286,15.0
1287,30.0
1288,29.0
1289,18.0
1290,16.0
1291,30.0
1292,21.0
1293,19.0
1294,30.0
1295,19.0
1296,16.0
1297,17.0
1298,19.0
1299,17.0
1300,18.0
1301,26.0
1302,17.0
1303,17.0
1304,19.0
1305,18.0
1306,18.0
1307,17.0
1308,18.0
1309,18.0
1310,19.0
1311,19.0
1312,17.0
1313,22.0
1314,18.0
1315,19.0
1316,17.0
1317,17.0
1318,19.0
1319,24.0
1320,17.0
1321,21.0
1322,18.0
