,wait
1997,18.0
1998,17.0
1999,21.0
2000,14.0
2001,17.0
2002,17.0
2003,17.0
2004,14.0
2005,18.0
2006,22.0
2007,17.0
2008,14.0
2009,22.0
2010,19.0
2011,16.0
2012,21.0
2013,17.0
2014,16.0
2015,18.0
2016,22.0
2017,16.0
2018,19.0
2019,22.0
2020,16.0
2021,19.0
2022,19.0
2023,14.0
2024,19.0
2025,21.0
2026,20.0
2027,14.0
2028,21.0
2029,19.0
2030,20.0
2031,12.0
2032,18.0
2033,20.0
2034,20.0
2035,12.0
2036,18.0
2037,21.0
2038,20.0
2039,13.0
2040,19.0
2041,21.0
2042,22.0
2043,18.0
2044,15.0
2045,22.0
2046,22.0
2047,16.0
2048,20.0
2049,23.0
2050,23.0
2051,16.0
2052,23.0
2053,20.0
2054,16.0
2055,22.0
2056,23.0
2057,15.0
2058,22.0
2059,23.0
2060,24.0
2061,23.0
2062,17.0
2063,21.0
2064,24.0
2065,17.0
2066,22.0
2067,20.0
2068,24.0
2069,17.0
2070,24.0
2071,22.0
2072,23.0
2073,17.0
2074,22.0
2075,22.0
2076,24.0
2077,18.0
2078,22.0
2079,21.0
2080,25.0
2081,22.0
2082,25.0
2083,19.0
2084,19.0
2085,24.0
2086,25.0
2087,16.0
2088,24.0
2089,20.0
2090,16.0
2091,25.0
2092,18.0
2093,23.0
2094,17.0
2095,18.0
2096,27.0
2097,24.0
2098,18.0
2099,27.0
2100,23.0
2101,17.0
2102,23.0
2103,18.0
2104,19.0
2105,23.0
2106,21.0
2107,17.0
2108,18.0
2109,16.0
2110,24.0
2111,23.0
2112,16.0
2113,19.0
2114,23.0
2115,15.0
2116,24.0
2117,19.0
2118,22.0
2119,19.0
2120,16.0
2121,21.0
2122,25.0
2123,17.0
2124,19.0
2125,26.0
2126,17.0
2127,22.0
2128,25.0
2129,17.0
2130,20.0
2131,22.0
2132,17.0
2133,20.0
2134,24.0
2135,19.0
2136,17.0
2137,26.0
2138,20.0
2139,19.0
