,wait
1425,11.0
1426,12.0
1427,12.0
1428,11.0
1429,12.0
1430,12.0
1431,12.0
1432,12.0
1433,12.0
1434,15.0
1435,12.0
1436,12.0
1437,12.0
1438,12.0
1439,11.0
1440,16.0
1441,12.0
1442,12.0
1443,12.0
1444,15.0
1445,14.0
1446,15.0
1447,11.0
1448,12.0
1449,12.0
1450,15.0
1451,11.0
1452,15.0
1453,12.0
1454,11.0
1455,12.0
1456,15.0
1457,16.0
1458,11.0
1459,11.0
1460,15.0
1461,12.0
1462,16.0
1463,11.0
1464,12.0
1465,13.0
1466,16.0
1467,11.0
1468,12.0
1469,16.0
1470,13.0
1471,11.0
1472,13.0
1473,16.0
1474,11.0
1475,13.0
1476,11.0
1477,15.0
1478,11.0
1479,11.0
1480,11.0
1481,11.0
1482,15.0
1483,12.0
1484,11.0
1485,15.0
1486,11.0
1487,11.0
1488,15.0
1489,11.0
1490,13.0
1491,11.0
1492,15.0
1493,13.0
1494,11.0
1495,11.0
1496,13.0
1497,13.0
1498,12.0
1499,11.0
1500,11.0
1501,12.0
1502,11.0
1503,13.0
1504,11.0
1505,12.0
1506,11.0
1507,13.0
1508,11.0
1509,14.0
1510,12.0
1511,11.0
1512,12.0
1513,11.0
1514,12.0
1515,14.0
1516,12.0
1517,12.0
1518,12.0
1519,15.0
1520,11.0
1521,12.0
1522,12.0
1523,12.0
1524,12.0
1525,12.0
1526,15.0
1527,12.0
1528,12.0
1529,15.0
1530,11.0
1531,12.0
1532,12.0
1533,12.0
1534,11.0
1535,14.0
1536,12.0
1537,14.0
1538,12.0
1539,12.0
1540,12.0
1541,14.0
1542,12.0
1543,12.0
1544,14.0
1545,12.0
1546,12.0
1547,11.0
1548,14.0
1549,12.0
1550,12.0
1551,14.0
1552,11.0
1553,12.0
1554,12.0
1555,12.0
1556,13.0
1557,12.0
1558,11.0
1559,12.0
1560,13.0
1561,11.0
1562,11.0
1563,12.0
1564,13.0
1565,12.0
1566,13.0
1567,11.0
1568,13.0
1569,13.0
1570,11.0
1571,13.0
1572,11.0
1573,13.0
1574,11.0
1575,13.0
1576,11.0
1577,11.0
1578,13.0
1579,14.0
1580,11.0
1581,13.0
1582,14.0
1583,15.0
1584,11.0
1585,13.0
1586,14.0
1587,13.0
1588,11.0
1589,13.0
1590,13.0
1591,15.0
1592,14.0
1593,11.0
1594,13.0
1595,11.0
1596,13.0
1597,13.0
1598,13.0
1599,14.0
1600,11.0
1601,12.0
1602,13.0
1603,13.0
1604,11.0
1605,11.0
1606,13.0
1607,11.0
1608,13.0
1609,11.0
1610,11.0
1611,13.0
1612,11.0
1613,13.0
1614,11.0
1615,11.0
1616,12.0
1617,11.0
1618,13.0
1619,12.0
1620,11.0
1621,13.0
1622,11.0
1623,11.0
1624,11.0
1625,11.0
1626,11.0
1627,13.0
1628,11.0
1629,11.0
1630,11.0
1631,11.0
1632,11.0
1633,11.0
1634,11.0
1635,11.0
1636,11.0
1637,11.0
1638,11.0
1639,11.0
1640,11.0
1641,11.0
1642,11.0
1643,11.0
1644,11.0
1645,11.0
1646,11.0
1647,11.0
1648,11.0
1649,11.0
1650,11.0
1651,11.0
1652,11.0
1653,11.0
1654,11.0
1655,12.0
1656,11.0
1657,11.0
1658,12.0
1659,11.0
1660,11.0
1661,11.0
1662,11.0
1663,11.0
1664,12.0
1665,11.0
1666,11.0
1667,11.0
1668,12.0
1669,11.0
1670,11.0
1671,11.0
1672,12.0
1673,11.0
1674,11.0
1675,12.0
1676,13.0
1677,11.0
1678,12.0
1679,13.0
1680,11.0
1681,12.0
1682,13.0
1683,13.0
1684,12.0
1685,11.0
1686,12.0
1687,14.0
1688,13.0
1689,12.0
1690,13.0
1691,15.0
1692,13.0
1693,15.0
1694,11.0
1695,15.0
1696,13.0
1697,15.0
1698,15.0
1699,11.0
1700,13.0
1701,15.0
1702,15.0
1703,15.0
1704,11.0
1705,13.0
1706,15.0
1707,15.0
1708,15.0
1709,11.0
1710,13.0
1711,14.0
1712,15.0
1713,15.0
1714,11.0
1715,13.0
1716,11.0
1717,15.0
1718,14.0
1719,11.0
1720,13.0
1721,15.0
1722,11.0
1723,13.0
1724,15.0
1725,14.0
1726,11.0
1727,14.0
1728,13.0
1729,13.0
1730,11.0
1731,12.0
1732,13.0
1733,11.0
1734,13.0
1735,11.0
1736,11.0
1737,12.0
1738,11.0
1739,12.0
1740,12.0
1741,11.0
1742,12.0
1743,14.0
1744,11.0
1745,12.0
1746,14.0
1747,14.0
1748,11.0
1749,14.0
1750,14.0
1751,12.0
1752,11.0
1753,14.0
1754,11.0
1755,13.0
1756,11.0
1757,14.0
1758,14.0
1759,11.0
1760,12.0
1761,17.0
1762,13.0
1763,14.0
1764,17.0
1765,13.0
1766,14.0
1767,11.0
1768,17.0
1769,13.0
1770,11.0
1771,14.0
1772,13.0
1773,14.0
1774,17.0
1775,11.0
1776,14.0
1777,17.0
1778,11.0
1779,13.0
1780,14.0
1781,11.0
1782,16.0
1783,15.0
1784,13.0
1785,14.0
1786,11.0
1787,17.0
1788,13.0
1789,11.0
1790,13.0
1791,11.0
1792,15.0
1793,11.0
1794,11.0
1795,13.0
1796,11.0
1797,11.0
1798,15.0
1799,13.0
1800,11.0
1801,15.0
1802,11.0
1803,11.0
1804,11.0
1805,12.0
1806,12.0
1807,12.0
1808,11.0
1809,12.0
1810,11.0
1811,12.0
1812,12.0
1813,11.0
1814,11.0
1815,12.0
1816,12.0
1817,11.0
1818,11.0
1819,11.0
1820,11.0
1821,11.0
1822,12.0
1823,12.0
1824,11.0
1825,12.0
1826,13.0
1827,11.0
1828,13.0
1829,11.0
1830,11.0
1831,12.0
1832,11.0
1833,13.0
1834,11.0
1835,13.0
1836,11.0
1837,12.0
1838,13.0
1839,11.0
1840,12.0
1841,11.0
1842,14.0
