,wait
1359,25.0
1360,22.0
1361,18.0
1362,15.0
1363,25.0
1364,21.0
1365,14.0
1366,17.0
1367,24.0
1368,14.0
1369,21.0
1370,17.0
1371,24.0
1372,21.0
1373,17.0
1374,21.0
1375,14.0
1376,22.0
1377,16.0
1378,17.0
1379,21.0
1380,16.0
1381,19.0
1382,18.0
1383,15.0
1384,18.0
1385,20.0
1386,20.0
1387,14.0
1388,18.0
1389,20.0
1390,16.0
1391,27.0
1392,21.0
1393,17.0
1394,16.0
1395,30.0
1396,19.0
1397,21.0
1398,16.0
1399,29.0
1400,19.0
1401,19.0
1402,18.0
1403,18.0
1404,18.0
1405,25.0
1406,18.0
1407,18.0
1408,27.0
1409,18.0
1410,17.0
1411,27.0
1412,26.0
1413,23.0
1414,18.0
1415,27.0
1416,17.0
1417,16.0
1418,23.0
1419,27.0
1420,18.0
1421,16.0
1422,16.0
1423,23.0
1424,17.0
1425,25.0
1426,15.0
1427,17.0
1428,25.0
1429,26.0
1430,18.0
1431,16.0
1432,26.0
1433,20.0
1434,14.0
1435,25.0
1436,16.0
1437,16.0
1438,17.0
1439,25.0
1440,16.0
1441,17.0
1442,14.0
1443,16.0
1444,24.0
1445,18.0
1446,14.0
1447,18.0
1448,24.0
1449,16.0
1450,15.0
1451,18.0
1452,20.0
1453,22.0
1454,16.0
1455,19.0
1456,24.0
1457,19.0
1458,17.0
1459,17.0
1460,18.0
1461,21.0
1462,21.0
1463,21.0
1464,19.0
1465,19.0
1466,21.0
1467,22.0
1468,20.0
1469,21.0
1470,21.0
1471,17.0
1472,18.0
1473,21.0
1474,24.0
1475,22.0
1476,17.0
1477,17.0
1478,22.0
1479,17.0
1480,26.0
1481,19.0
1482,17.0
1483,22.0
1484,22.0
1485,22.0
1486,26.0
1487,17.0
1488,16.0
1489,22.0
1490,17.0
1491,28.0
1492,21.0
1493,21.0
1494,17.0
1495,20.0
1496,21.0
1497,28.0
1498,17.0
1499,29.0
1500,20.0
1501,20.0
1502,31.0
1503,18.0
1504,16.0
1505,22.0
1506,31.0
1507,18.0
1508,21.0
1509,18.0
1510,18.0
1511,16.0
1512,20.0
1513,31.0
1514,20.0
1515,17.0
1516,29.0
1517,21.0
1518,18.0
1519,29.0
1520,22.0
1521,25.0
1522,21.0
1523,21.0
1524,26.0
1525,19.0
1526,17.0
1527,21.0
1528,19.0
1529,19.0
1530,20.0
1531,25.0
1532,19.0
1533,20.0
1534,18.0
1535,23.0
1536,18.0
1537,17.0
1538,20.0
1539,23.0
1540,20.0
1541,17.0
1542,22.0
1543,21.0
1544,15.0
1545,20.0
1546,22.0
1547,20.0
1548,15.0
1549,21.0
1550,21.0
1551,15.0
1552,21.0
1553,20.0
1554,14.0
1555,20.0
1556,18.0
1557,20.0
1558,12.0
1559,21.0
1560,24.0
1561,22.0
1562,13.0
1563,28.0
1564,13.0
1565,22.0
1566,27.0
1567,14.0
1568,23.0
1569,17.0
1570,20.0
1571,23.0
1572,27.0
1573,14.0
1574,24.0
1575,21.0
1576,30.0
1577,25.0
1578,22.0
1579,29.0
1580,18.0
1581,25.0
1582,29.0
1583,21.0
1584,19.0
1585,22.0
1586,19.0
1587,24.0
1588,29.0
1589,21.0
1590,25.0
1591,18.0
1592,29.0
1593,24.0
1594,21.0
1595,18.0
1596,23.0
1597,28.0
1598,21.0
1599,18.0
1600,24.0
1601,27.0
1602,18.0
1603,17.0
1604,19.0
1605,24.0
1606,18.0
1607,24.0
1608,18.0
1609,16.0
1610,17.0
1611,20.0
1612,25.0
1613,22.0
1614,18.0
1615,23.0
1616,19.0
1617,22.0
1618,19.0
1619,19.0
1620,19.0
1621,15.0
1622,18.0
1623,18.0
1624,18.0
1625,15.0
1626,17.0
1627,19.0
1628,20.0
1629,16.0
1630,19.0
1631,20.0
1632,19.0
1633,17.0
1634,16.0
1635,18.0
1636,17.0
1637,19.0
1638,16.0
1639,18.0
1640,17.0
1641,17.0
1642,17.0
1643,20.0
1644,17.0
1645,17.0
1646,20.0
1647,17.0
1648,19.0
1649,18.0
1650,17.0
1651,17.0
1652,17.0
1653,16.0
1654,14.0
1655,15.0
1656,26.0
1657,15.0
1658,28.0
1659,15.0
1660,15.0
1661,18.0
1662,15.0
1663,26.0
1664,26.0
1665,23.0
1666,23.0
1667,14.0
1668,13.0
1669,26.0
1670,14.0
1671,14.0
1672,23.0
1673,14.0
1674,27.0
1675,14.0
1676,24.0
1677,13.0
1678,25.0
1679,24.0
1680,25.0
1681,12.0
1682,12.0
1683,25.0
1684,17.0
1685,25.0
1686,15.0
1687,24.0
1688,17.0
1689,22.0
1690,17.0
1691,16.0
1692,32.0
1693,34.0
1694,19.0
1695,19.0
1696,15.0
1697,19.0
1698,22.0
1699,32.0
1700,15.0
1701,22.0
1702,19.0
1703,15.0
1704,19.0
1705,22.0
1706,15.0
1707,23.0
1708,19.0
1709,34.0
1710,22.0
1711,14.0
1712,32.0
1713,18.0
1714,14.0
1715,18.0
1716,26.0
1717,13.0
1718,24.0
1719,18.0
1720,13.0
1721,26.0
1722,24.0
1723,18.0
1724,13.0
1725,28.0
1726,25.0
1727,16.0
1728,13.0
1729,20.0
1730,17.0
1731,14.0
1732,29.0
1733,29.0
1734,20.0
1735,13.0
1736,29.0
1737,18.0
1738,15.0
1739,19.0
1740,16.0
1741,20.0
1742,17.0
1743,19.0
1744,16.0
1745,14.0
1746,16.0
1747,17.0
1748,19.0
1749,17.0
1750,16.0
1751,17.0
1752,20.0
1753,16.0
1754,18.0
1755,21.0
1756,21.0
1757,14.0
1758,18.0
1759,21.0
1760,19.0
1761,21.0
1762,21.0
1763,25.0
1764,14.0
1765,18.0
1766,21.0
1767,22.0
1768,17.0
1769,21.0
1770,25.0
1771,17.0
1772,22.0
1773,17.0
1774,17.0
1775,26.0
1776,17.0
1777,17.0
1778,24.0
1779,20.0
1780,17.0
1781,16.0
1782,17.0
1783,17.0
1784,18.0
1785,17.0
1786,17.0
1787,27.0
1788,18.0
1789,18.0
1790,16.0
1791,26.0
1792,15.0
1793,16.0
1794,18.0
1795,21.0
1796,14.0
1797,14.0
1798,21.0
1799,19.0
1800,15.0
1801,14.0
1802,20.0
1803,15.0
1804,15.0
1805,20.0
1806,20.0
1807,16.0
1808,12.0
1809,24.0
1810,17.0
1811,13.0
1812,14.0
1813,16.0
1814,20.0
1815,13.0
1816,17.0
1817,24.0
1818,17.0
1819,19.0
1820,25.0
1821,17.0
1822,16.0
1823,25.0
1824,21.0
1825,16.0
1826,17.0
1827,25.0
1828,22.0
1829,16.0
1830,23.0
1831,21.0
1832,17.0
1833,18.0
1834,21.0
1835,17.0
1836,16.0
1837,23.0
1838,22.0
1839,17.0
1840,18.0
1841,15.0
1842,25.0
1843,19.0
1844,23.0
1845,18.0
1846,15.0
1847,24.0
1848,26.0
1849,18.0
1850,27.0
1851,22.0
1852,17.0
1853,25.0
1854,17.0
1855,27.0
1856,16.0
1857,25.0
1858,18.0
1859,16.0
1860,22.0
1861,18.0
1862,16.0
1863,22.0
1864,26.0
1865,16.0
1866,22.0
1867,15.0
1868,20.0
1869,16.0
1870,16.0
1871,22.0
1872,19.0
1873,15.0
1874,21.0
1875,14.0
1876,22.0
1877,15.0
1878,21.0
1879,22.0
1880,14.0
1881,14.0
1882,20.0
