,wait
1061,40.0
1062,45.0
1063,17.0
1064,25.0
1065,36.0
1066,43.0
1067,24.0
1068,36.0
1069,38.0
1070,14.0
1071,24.0
1072,19.0
1073,37.0
1074,34.0
1075,19.0
1076,37.0
1077,27.0
1078,18.0
1079,37.0
1080,32.0
1081,30.0
1082,35.0
1083,30.0
1084,28.0
1085,18.0
1086,28.0
1087,23.0
1088,37.0
1089,31.0
1090,29.0
1091,24.0
1092,38.0
1093,23.0
1094,26.0
1095,25.0
1096,39.0
1097,23.0
1098,22.0
1099,31.0
1100,37.0
1101,35.0
1102,25.0
1103,32.0
1104,22.0
1105,35.0
1106,26.0
1107,32.0
1108,35.0
1109,27.0
1110,24.0
1111,35.0
1112,27.0
1113,32.0
1114,35.0
1115,32.0
1116,26.0
1117,36.0
1118,31.0
1119,23.0
1120,35.0
1121,31.0
1122,30.0
1123,25.0
1124,22.0
1125,30.0
1126,28.0
1127,24.0
1128,37.0
1129,27.0
1130,21.0
1131,24.0
1132,40.0
1133,23.0
1134,25.0
1135,20.0
1136,40.0
1137,24.0
1138,18.0
1139,36.0
1140,20.0
1141,36.0
1142,24.0
1143,20.0
1144,21.0
1145,27.0
1146,36.0
1147,20.0
1148,23.0
1149,19.0
1150,22.0
1151,23.0
1152,36.0
1153,22.0
1154,40.0
1155,25.0
1156,18.0
1157,22.0
1158,26.0
1159,41.0
1160,17.0
1161,26.0
1162,22.0
1163,40.0
1164,24.0
1165,24.0
1166,19.0
1167,35.0
1168,24.0
1169,22.0
1170,25.0
1171,25.0
1172,28.0
1173,22.0
1174,21.0
1175,25.0
1176,21.0
1177,30.0
1178,25.0
1179,22.0
1180,20.0
1181,28.0
1182,24.0
1183,19.0
1184,26.0
1185,17.0
1186,21.0
1187,27.0
1188,29.0
1189,36.0
1190,26.0
1191,24.0
1192,33.0
1193,25.0
1194,16.0
1195,33.0
1196,20.0
1197,24.0
1198,32.0
1199,23.0
1200,25.0
1201,22.0
1202,26.0
1203,30.0
1204,21.0
1205,26.0
1206,31.0
1207,30.0
1208,20.0
1209,25.0
1210,33.0
1211,25.0
1212,22.0
1213,25.0
1214,31.0
1215,24.0
1216,31.0
1217,37.0
1218,25.0
1219,31.0
1220,35.0
1221,24.0
1222,26.0
1223,30.0
1224,27.0
1225,27.0
1226,30.0
1227,31.0
1228,25.0
1229,27.0
1230,30.0
1231,27.0
1232,33.0
1233,30.0
1234,25.0
1235,29.0
1236,28.0
1237,27.0
1238,20.0
1239,29.0
1240,23.0
1241,28.0
1242,24.0
1243,25.0
1244,29.0
1245,29.0
1246,26.0
1247,24.0
1248,31.0
1249,27.0
1250,26.0
1251,31.0
1252,34.0
1253,26.0
1254,30.0
1255,32.0
1256,19.0
1257,24.0
1258,34.0
1259,30.0
1260,27.0
1261,25.0
1262,31.0
1263,26.0
1264,23.0
1265,22.0
1266,27.0
1267,23.0
1268,24.0
1269,31.0
1270,28.0
1271,25.0
1272,23.0
1273,40.0
1274,20.0
1275,30.0
1276,28.0
1277,20.0
1278,39.0
1279,28.0
1280,18.0
1281,26.0
1282,38.0
1283,18.0
1284,31.0
1285,41.0
1286,34.0
1287,32.0
1288,33.0
1289,18.0
1290,33.0
1291,33.0
1292,21.0
1293,29.0
1294,31.0
1295,35.0
1296,21.0
1297,34.0
1298,36.0
1299,26.0
1300,20.0
1301,35.0
1302,27.0
1303,21.0
1304,27.0
1305,36.0
1306,27.0
1307,28.0
1308,21.0
1309,41.0
1310,23.0
1311,43.0
1312,27.0
1313,23.0
1314,30.0
1315,41.0
1316,32.0
1317,32.0
1318,28.0
1319,42.0
1320,33.0
1321,24.0
1322,29.0
1323,30.0
1324,29.0
1325,41.0
1326,28.0
1327,27.0
1328,39.0
1329,25.0
1330,30.0
1331,39.0
1332,30.0
1333,27.0
1334,36.0
1335,28.0
1336,33.0
1337,32.0
1338,33.0
1339,40.0
1340,32.0
1341,32.0
1342,33.0
1343,34.0
1344,34.0
1345,35.0
1346,31.0
1347,34.0
1348,34.0
1349,34.0
1350,33.0
1351,34.0
1352,29.0
1353,34.0
1354,33.0
1355,34.0
1356,37.0
1357,33.0
1358,29.0
1359,26.0
1360,33.0
1361,31.0
1362,29.0
1363,33.0
1364,33.0
1365,29.0
1366,30.0
1367,31.0
1368,33.0
1369,30.0
1370,31.0
1371,35.0
1372,29.0
1373,29.0
1374,28.0
1375,27.0
1376,32.0
1377,28.0
1378,27.0
1379,27.0
1380,28.0
1381,28.0
1382,31.0
1383,26.0
1384,26.0
1385,30.0
1386,25.0
1387,26.0
1388,31.0
1389,27.0
1390,25.0
1391,24.0
1392,36.0
1393,26.0
1394,29.0
1395,26.0
1396,38.0
1397,29.0
1398,24.0
1399,27.0
1400,27.0
1401,35.0
1402,25.0
1403,36.0
1404,26.0
1405,30.0
1406,24.0
1407,26.0
1408,36.0
1409,28.0
1410,31.0
1411,28.0
1412,28.0
1413,28.0
1414,38.0
1415,28.0
1416,36.0
1417,27.0
1418,37.0
1419,25.0
1420,39.0
1421,42.0
1422,37.0
1423,28.0
1424,33.0
1425,24.0
1426,25.0
1427,37.0
1428,31.0
1429,30.0
1430,24.0
1431,37.0
1432,32.0
1433,23.0
1434,30.0
1435,22.0
1436,40.0
1437,20.0
1438,31.0
1439,20.0
1440,40.0
1441,41.0
1442,26.0
1443,40.0
1444,34.0
1445,38.0
1446,18.0
1447,34.0
1448,36.0
1449,35.0
1450,33.0
1451,24.0
1452,37.0
1453,23.0
1454,33.0
1455,30.0
1456,36.0
1457,24.0
1458,27.0
1459,35.0
1460,27.0
1461,23.0
1462,36.0
1463,30.0
1464,28.0
1465,37.0
1466,26.0
1467,27.0
1468,31.0
1469,35.0
1470,25.0
1471,30.0
1472,31.0
1473,30.0
1474,25.0
1475,27.0
1476,30.0
1477,32.0
1478,26.0
1479,31.0
1480,27.0
1481,31.0
1482,34.0
1483,27.0
1484,26.0
1485,32.0
1486,31.0
1487,26.0
1488,25.0
1489,31.0
1490,28.0
1491,21.0
1492,25.0
1493,27.0
1494,25.0
1495,22.0
1496,26.0
1497,27.0
1498,30.0
1499,22.0
1500,30.0
1501,21.0
1502,28.0
1503,30.0
1504,19.0
1505,31.0
1506,25.0
1507,27.0
1508,31.0
1509,32.0
1510,18.0
1511,29.0
1512,27.0
1513,31.0
1514,24.0
1515,27.0
1516,29.0
1517,23.0
1518,27.0
1519,25.0
1520,35.0
1521,24.0
1522,26.0
1523,27.0
1524,37.0
1525,28.0
1526,26.0
1527,37.0
1528,27.0
1529,27.0
1530,26.0
1531,37.0
1532,26.0
1533,29.0
1534,28.0
1535,41.0
1536,26.0
1537,30.0
1538,28.0
1539,26.0
1540,31.0
1541,28.0
1542,37.0
1543,26.0
1544,41.0
1545,26.0
1546,29.0
1547,39.0
1548,26.0
1549,29.0
1550,31.0
1551,40.0
1552,31.0
1553,20.0
1554,33.0
1555,33.0
1556,31.0
1557,37.0
1558,21.0
1559,33.0
1560,36.0
1561,28.0
1562,27.0
1563,35.0
1564,27.0
1565,32.0
1566,31.0
1567,33.0
1568,25.0
1569,30.0
1570,25.0
1571,35.0
1572,31.0
1573,29.0
1574,24.0
1575,42.0
1576,25.0
1577,35.0
1578,26.0
1579,42.0
1580,25.0
1581,36.0
1582,29.0
1583,21.0
1584,41.0
1585,34.0
1586,28.0
1587,22.0
1588,28.0
1589,42.0
1590,33.0
1591,22.0
1592,28.0
1593,43.0
1594,28.0
1595,25.0
1596,44.0
1597,35.0
1598,25.0
1599,25.0
1600,38.0
1601,39.0
1602,35.0
1603,24.0
1604,24.0
1605,40.0
1606,22.0
1607,23.0
1608,22.0
1609,23.0
1610,41.0
1611,22.0
1612,23.0
1613,22.0
1614,35.0
1615,41.0
1616,24.0
1617,23.0
1618,46.0
1619,23.0
1620,46.0
1621,41.0
1622,22.0
1623,21.0
1624,40.0
1625,23.0
1626,41.0
1627,22.0
1628,36.0
1629,42.0
1630,21.0
1631,38.0
1632,37.0
1633,22.0
1634,20.0
1635,36.0
1636,37.0
1637,27.0
1638,22.0
1639,41.0
1640,22.0
1641,32.0
1642,36.0
1643,34.0
1644,21.0
1645,32.0
1646,34.0
1647,19.0
1648,35.0
1649,32.0
1650,35.0
1651,21.0
1652,35.0
1653,34.0
1654,33.0
1655,28.0
1656,38.0
1657,21.0
1658,26.0
1659,36.0
1660,37.0
1661,26.0
1662,27.0
1663,39.0
1664,33.0
1665,25.0
1666,28.0
1667,39.0
1668,32.0
1669,24.0
1670,40.0
1671,25.0
1672,30.0
1673,41.0
1674,29.0
1675,26.0
1676,37.0
1677,32.0
1678,37.0
1679,33.0
1680,34.0
1681,29.0
1682,34.0
1683,35.0
1684,28.0
1685,30.0
1686,31.0
1687,34.0
1688,35.0
1689,37.0
1690,30.0
1691,29.0
1692,36.0
1693,36.0
1694,33.0
1695,29.0
1696,38.0
1697,37.0
1698,32.0
1699,29.0
1700,32.0
1701,36.0
1702,35.0
1703,38.0
1704,30.0
1705,34.0
1706,34.0
1707,35.0
1708,31.0
1709,35.0
1710,29.0
1711,34.0
1712,28.0
1713,35.0
1714,39.0
1715,33.0
1716,36.0
1717,28.0
1718,33.0
1719,28.0
1720,34.0
1721,33.0
1722,28.0
1723,30.0
1724,44.0
1725,23.0
1726,34.0
1727,26.0
1728,44.0
1729,26.0
1730,28.0
1731,23.0
1732,42.0
1733,25.0
1734,27.0
1735,23.0
1736,40.0
1737,24.0
1738,26.0
1739,21.0
1740,43.0
1741,23.0
1742,27.0
1743,43.0
1744,20.0
1745,23.0
1746,25.0
1747,40.0
1748,24.0
1749,22.0
1750,37.0
1751,24.0
1752,26.0
1753,20.0
1754,28.0
1755,37.0
1756,26.0
1757,38.0
1758,22.0
1759,28.0
1760,35.0
1761,26.0
1762,29.0
1763,23.0
1764,23.0
1765,28.0
1766,29.0
1767,27.0
1768,26.0
1769,21.0
1770,22.0
1771,27.0
1772,33.0
1773,27.0
1774,28.0
1775,21.0
1776,34.0
1777,19.0
1778,27.0
1779,28.0
1780,24.0
1781,19.0
1782,23.0
1783,33.0
1784,35.0
1785,19.0
1786,39.0
1787,32.0
1788,21.0
1789,21.0
1790,39.0
1791,32.0
1792,20.0
1793,23.0
1794,18.0
1795,23.0
1796,42.0
1797,30.0
1798,22.0
1799,41.0
1800,32.0
1801,19.0
1802,42.0
1803,21.0
1804,23.0
1805,20.0
1806,34.0
1807,23.0
1808,43.0
1809,23.0
1810,21.0
1811,43.0
1812,22.0
1813,36.0
1814,43.0
1815,21.0
1816,22.0
1817,39.0
1818,37.0
1819,23.0
1820,23.0
1821,40.0
1822,24.0
1823,24.0
1824,41.0
1825,34.0
1826,25.0
1827,30.0
1828,41.0
1829,19.0
1830,23.0
1831,26.0
1832,19.0
1833,24.0
1834,42.0
1835,28.0
1836,19.0
1837,27.0
1838,42.0
1839,21.0
1840,28.0
1841,20.0
1842,26.0
1843,42.0
1844,29.0
1845,43.0
1846,17.0
1847,26.0
1848,20.0
1849,31.0
1850,43.0
1851,19.0
1852,34.0
1853,27.0
1854,18.0
1855,44.0
1856,31.0
1857,18.0
1858,45.0
1859,32.0
1860,31.0
1861,18.0
1862,39.0
1863,33.0
1864,17.0
1865,37.0
1866,36.0
1867,36.0
1868,17.0
1869,33.0
1870,18.0
1871,33.0
1872,36.0
1873,34.0
1874,32.0
1875,17.0
1876,34.0
1877,33.0
1878,34.0
1879,21.0
1880,32.0
1881,37.0
1882,32.0
1883,21.0
1884,40.0
1885,35.0
1886,18.0
1887,40.0
1888,38.0
1889,28.0
1890,31.0
1891,36.0
1892,21.0
1893,27.0
1894,35.0
1895,32.0
1896,34.0
1897,27.0
1898,34.0
1899,23.0
1900,32.0
1901,28.0
1902,25.0
1903,34.0
1904,28.0
1905,27.0
1906,28.0
1907,28.0
1908,28.0
1909,33.0
1910,29.0
1911,26.0
1912,32.0
1913,29.0
1914,26.0
1915,32.0
1916,28.0
1917,25.0
1918,30.0
1919,35.0
1920,34.0
1921,39.0
1922,26.0
1923,35.0
1924,33.0
1925,29.0
1926,35.0
1927,22.0
1928,28.0
1929,32.0
1930,35.0
1931,26.0
1932,30.0
1933,28.0
1934,24.0
1935,30.0
1936,34.0
1937,20.0
1938,37.0
1939,32.0
1940,35.0
1941,35.0
1942,30.0
1943,21.0
1944,35.0
1945,37.0
1946,23.0
1947,31.0
1948,40.0
1949,34.0
1950,31.0
1951,22.0
1952,35.0
1953,30.0
1954,25.0
1955,40.0
1956,26.0
1957,36.0
1958,23.0
1959,35.0
1960,27.0
1961,40.0
1962,24.0
1963,31.0
1964,46.0
1965,26.0
1966,29.0
1967,46.0
1968,26.0
1969,29.0
1970,45.0
1971,24.0
1972,27.0
1973,26.0
1974,25.0
1975,45.0
1976,21.0
1977,36.0
1978,24.0
1979,37.0
1980,20.0
1981,27.0
1982,37.0
1983,20.0
1984,32.0
1985,28.0
1986,40.0
1987,17.0
1988,40.0
1989,17.0
1990,33.0
1991,27.0
1992,16.0
1993,40.0
1994,30.0
1995,36.0
1996,16.0
1997,36.0
1998,30.0
1999,39.0
2000,16.0
2001,35.0
2002,33.0
2003,45.0
2004,19.0
2005,33.0
2006,36.0
2007,20.0
2008,30.0
2009,42.0
2010,30.0
2011,22.0
2012,28.0
2013,46.0
2014,22.0
2015,31.0
2016,28.0
2017,22.0
2018,28.0
2019,42.0
2020,21.0
2021,31.0
2022,23.0
2023,34.0
2024,20.0
2025,46.0
2026,33.0
2027,38.0
2028,23.0
2029,19.0
2030,31.0
2031,27.0
2032,38.0
2033,29.0
2034,22.0
2035,26.0
2036,22.0
2037,23.0
2038,36.0
2039,21.0
2040,29.0
2041,23.0
2042,40.0
2043,20.0
2044,28.0
2045,20.0
2046,27.0
2047,19.0
2048,26.0
2049,43.0
2050,27.0
2051,26.0
2052,44.0
2053,24.0
2054,19.0
2055,37.0
2056,22.0
2057,24.0
2058,22.0
2059,23.0
2060,36.0
2061,19.0
2062,25.0
2063,33.0
2064,27.0
2065,33.0
2066,19.0
2067,25.0
2068,34.0
2069,30.0
2070,26.0
2071,35.0
2072,25.0
2073,27.0
2074,26.0
2075,36.0
2076,28.0
2077,27.0
2078,25.0
2079,39.0
2080,26.0
2081,21.0
2082,29.0
2083,28.0
2084,36.0
2085,31.0
2086,28.0
2087,19.0
2088,28.0
2089,32.0
2090,20.0
2091,28.0
2092,26.0
2093,35.0
2094,26.0
2095,35.0
2096,21.0
2097,26.0
2098,31.0
2099,35.0
2100,25.0
2101,26.0
2102,35.0
2103,37.0
2104,27.0
2105,33.0
2106,27.0
2107,34.0
2108,26.0
2109,26.0
2110,34.0
2111,25.0
2112,36.0
2113,22.0
2114,34.0
2115,26.0
2116,34.0
2117,24.0
2118,29.0
2119,25.0
2120,36.0
2121,21.0
2122,29.0
2123,20.0
2124,27.0
2125,32.0
2126,39.0
2127,20.0
2128,28.0
2129,26.0
2130,39.0
2131,27.0
2132,24.0
2133,22.0
2134,40.0
2135,21.0
2136,27.0
2137,23.0
2138,39.0
2139,22.0
