,1000,1001,1002,1004,1010,1011,1012,1014,1030,1031,1032,1034,1040,1041,1042,1044,1200,1201,1202,1204,1210,1211,1212,1214,1230,1231,1232,1234,1240,1241,1242,1244,1300,1301,1302,1304,1310,1311,1312,1314,1330,1331,1332,1334,1340,1341,1342,1344,1400,1401,1402,1404,1410,1411,1412,1414,1430,1431,1432,1434,1440,1441,1442,1444,2000,2001,2002,2004,2010,2011,2012,2014,2030,2031,2032,2034,2040,2041,2042,2044,2200,2201,2202,2204,2210,2211,2212,2214,2230,2231,2232,2234,2240,2241,2242,2244,2300,2301,2302,2304,2310,2311,2312,2314,2330,2331,2332,2334,2340,2341,2342,2344,2400,2401,2402,2404,2410,2411,2412,2414,2430,2431,2432,2434,2440,2441,2442,2444,3000,3001,3002,3004,3010,3011,3012,3014,3030,3031,3032,3034,3040,3041,3042,3044,3200,3201,3202,3204,3210,3211,3212,3214,3230,3231,3232,3234,3240,3241,3242,3244,3300,3301,3302,3304,3310,3311,3312,3314,3330,3331,3332,3334,3340,3341,3342,3344,3400,3401,3402,3404,3410,3411,3412,3414,3430,3431,3432,3434,3440,3441,3442,3444
0,-9,-32,-20,-32,-16,0,-15,-7,-32,-36,0,0,-15,0,0,0,-46,0,-19,0,0,-30,0,-12,0,-1,-19,-47,-16,-11,-10,-1,0,0,-12,-21,0,0,0,-4,-19,0,-8,0,-13,0,-11,0,0,0,-3,0,-23,0,0,-19,0,-8,0,-19,-19,-13,-19,-23,-34,0,-13,-18,-19,-20,-25,-1,-20,-1,0,0,0,0,0,-15,0,-4,0,-17,-20,-13,-11,0,0,0,0,0,0,0,0,0,-4,0,-20,0,0,-15,-9,0,-4,0,-1,-15,0,0,-11,0,-15,0,-20,-18,0,0,0,-7,-15,-15,-7,-4,0,-15,-16,-15,0,-41,-4,0,-60,-20,0,-15,-41,0,0,-5,-20,0,-12,0,-15,0,0,0,-1,-19,-15,0,-10,0,-19,-19,-7,0,-7,-2,0,-23,-31,0,-20,-28,-4,-19,0,0,-8,-23,-13,-15,0,-29,-4,0,-11,0,0,-4,0,-8,-15,-10,0,-14,-20,0,-8,-15
1,-31,0,0,-3,-40,-9,0,-19,0,0,-3,-4,-3,-2,-2,-15,-2,-11,-7,-4,-8,0,-19,-14,-11,0,-5,-19,0,0,0,0,-21,-19,-1,0,-22,-19,-10,0,-7,0,0,0,-1,0,0,-10,-27,-15,0,-10,0,-20,-10,0,-2,0,0,-7,0,0,-2,0,-7,-22,0,0,-3,-16,-7,-13,-2,-19,-20,-12,-28,-11,-30,0,-14,0,-11,-10,0,0,0,0,-11,-14,-17,0,-10,0,-19,0,-20,-5,-19,-24,-7,0,0,-14,0,0,0,0,-7,0,0,0,0,-7,0,0,-16,-15,-4,0,0,0,-19,0,-29,0,0,0,-12,0,-11,-26,-25,0,-3,0,-16,-22,-15,0,-3,-6,0,-16,-2,-4,-19,-1,0,-7,0,0,-19,-2,0,0,0,-10,0,0,-12,0,-3,-24,0,0,0,-2,-8,-19,0,0,-21,0,-20,0,-24,-17,0,-23,-10,0,0,0,0,0,-10,0,-7,-9,0,0
