,1000,1001,1002,1004,1010,1011,1012,1014,1030,1031,1032,1034,1040,1041,1042,1044,1200,1201,1202,1204,1210,1211,1212,1214,1230,1231,1232,1234,1240,1241,1242,1244,1300,1301,1302,1304,1310,1311,1312,1314,1330,1331,1332,1334,1340,1341,1342,1344,1400,1401,1402,1404,1410,1411,1412,1414,1430,1431,1432,1434,1440,1441,1442,1444,2000,2001,2002,2004,2010,2011,2012,2014,2030,2031,2032,2034,2040,2041,2042,2044,2200,2201,2202,2204,2210,2211,2212,2214,2230,2231,2232,2234,2240,2241,2242,2244,2300,2301,2302,2304,2310,2311,2312,2314,2330,2331,2332,2334,2340,2341,2342,2344,2400,2401,2402,2404,2410,2411,2412,2414,2430,2431,2432,2434,2440,2441,2442,2444,3000,3001,3002,3004,3010,3011,3012,3014,3030,3031,3032,3034,3040,3041,3042,3044,3200,3201,3202,3204,3210,3211,3212,3214,3230,3231,3232,3234,3240,3241,3242,3244,3300,3301,3302,3304,3310,3311,3312,3314,3330,3331,3332,3334,3340,3341,3342,3344,3400,3401,3402,3404,3410,3411,3412,3414,3430,3431,3432,3434,3440,3441,3442,3444
0,-1392,-158,-102,-92,-178,-2276,-1506,-2447,-159,-139,-2017,-2096,-2139,-970,-313,-5138,-93,-3541,-2467,-523,-2007,-5436,-1246,-5045,-514,-1745,-4942,-2388,-259,-2133,-1065,-6659,-162,-240,-2163,-2337,-818,-2888,-2161,-1076,-145,-2748,-1840,-5953,-4885,-1836,-3687,-2167,-562,-2839,-2168,-1096,-575,-4255,-2128,-4444,-375,-1835,-6744,-5446,-2235,-754,-1216,-2161,-152,-179,-140,-162,-163,-424,-336,-3146,-2141,-746,-457,-368,-157,-3001,-3044,-207,-154,-2296,-2309,-129,-2366,-699,-801,-4932,-502,-3964,-2580,-5497,-286,-4518,-1056,-5847,-735,-2826,-2994,-2929,-4310,-4140,-508,-2719,-304,-4632,-5152,-2024,-392,-5319,-908,-4689,-173,-4408,-2042,-3891,-3041,-2846,-4454,-3799,-186,-590,-1290,-4390,-3617,-5462,-212,-4474,-140,-353,-216,-1912,-155,-881,-509,-936,-220,-929,-675,-1048,-164,-580,-921,-2442,-102,-302,-1557,-423,-3575,-5098,-2195,-581,-1335,-1169,-3963,-3647,-583,-2487,-2915,-2039,-146,-862,-323,-2631,-1616,-327,-1062,-6445,-565,-1126,-4281,-4781,-404,-5938,-750,-565,-327,-4540,-3065,-745,-375,-1242,-5931,-2210,-1272,-5513,-2540,-4915,-2659,-771,-3973,-4634
1,-242,-1445,-595,-912,-212,-680,-2669,-1147,-1669,-1479,-429,-560,-1032,-467,-3291,-1769,-698,-1751,-1156,-2648,-796,-2920,-3993,-3319,-1605,-5816,-3589,-1596,-2694,-3947,-4184,-1656,-1209,-2964,-571,-342,-3857,-1178,-2595,-4397,-2172,-7850,-3497,-1784,-472,-4650,-694,-4681,-1887,-854,-772,-2100,-5753,-2082,-5725,-1511,-1475,-4988,-610,-3671,-391,-2988,-5290,-5004,-1195,-1498,-729,-876,-842,-2679,-1805,-584,-299,-3052,-1322,-2782,-170,-698,-879,-1670,-506,-447,-719,-1546,-854,-4893,-7455,-1711,-3624,-2415,-4951,-1713,-2794,-2167,-2746,-2775,-194,-681,-439,-740,-448,-909,-4988,-700,-1384,-1665,-745,-4662,-4455,-836,-5753,-1905,-388,-592,-453,-901,-817,-900,-1143,-2317,-2128,-3279,-4610,-1253,-916,-748,-2581,-1143,-225,-181,-1797,-531,-380,-493,-2446,-2262,-188,-4051,-4771,-2207,-1795,-3520,-2437,-901,-740,-2062,-2342,-2033,-421,-1326,-4746,-8208,-2016,-5153,-1766,-5960,-2417,-715,-2286,-3004,-747,-2967,-2231,-455,-384,-2773,-5875,-1173,-2376,-4827,-1758,-2894,-4111,-829,-4898,-3557,-1788,-729,-458,-3147,-2825,-3870,-784,-3334,-2619,-2290,-2403,-1520,-328,-2157,-1135,-1747
